Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-05-20;Skill;94;97;45;45;22;22;47.9;87.2;38.3;0.0;50.0;100.0;Östergötlands län (62) | Västra Götalands län (20) | Jönköpings län (3);Östergötlands län (38) | Västra Götalands län (4) | Stockholms län (1);Yrken med teknisk inriktning (28) | Industriell tillverkning (23) | Administration, ekonomi, juridik (13);Ingenjörer och tekniker inom maskinteknik (13) | Ingenjörer och tekniker inom elektroteknik (5) | Mjukvaru- och systemutvecklare m.fl. (5) | Maskinställare och maskinoperatörer, metallarbete (5) | Lager- och terminalpersonal (4)
2026-05-20;Arena Personal;93;93;51;51;43;43;54.8;75.3;46.2;0.0;29.0;100.0;Södermanlands län (30) | Stockholms län (24) | Västra Götalands län (8);Södermanlands län (18) | Stockholms län (9) | Skåne län (4);Transport, distribution, lager (64) | Industriell tillverkning (7) | Installation, drift, underhåll (7);Lastbilsförare m.fl. (48) | Lager- och terminalpersonal (11) | Motorfordonsmekaniker och fordonsreparatörer (6) | Städare (4) | Truckförare (3)
2026-05-20;Tranpenad;40;58;10;10;5;5;25.0;72.5;22.5;0.0;55.0;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Uppsala län (3) | Västra Götalands län (2) | Jönköpings län (2);Transport, distribution, lager (34) | Yrken med teknisk inriktning (3) | Industriell tillverkning (1);Lager- och terminalpersonal (23) | Truckförare (10) | Ingenjörer och tekniker inom maskinteknik (3) | Maskinställare och maskinoperatörer, metallarbete (1) | Lastbilsförare m.fl. (1)
2026-05-20;Jobandtalent;138;153;52;63;25;25;37.7;63.8;14.5;0.0;58.0;99.3;Östergötlands län (41) | Västra Götalands län (21) | Stockholms län (14);Västra Götalands län (10) | Östergötlands län (7) | Skåne län (6);Transport, distribution, lager (60) | Försäljning, inköp, marknadsföring (29) | Industriell tillverkning (12);Lastbilsförare m.fl. (31) | Butikssäljare, dagligvaror (26) | Lager- och terminalpersonal (23) | Truckförare (5) | VVS-montörer m.fl. (3)
2026-05-20;NearYou;82;123;44;67;34;55;53.7;89.0;43.9;0.0;46.3;100.0;Västra Götalands län (57) | Jönköpings län (10) | Kalmar län (6);Västra Götalands län (21) | Jönköpings län (10) | Kalmar län (5);Industriell tillverkning (34) | Transport, distribution, lager (20) | Yrken med teknisk inriktning (8);Truckförare (11) | Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, elektrisk och elektronisk utrustning (7) | Montörer, metall-, gummi- och plastprodukter (6) | Ingenjörer och tekniker inom maskinteknik (6)
2026-05-20;SJR;31;31;24;24;10;10;77.4;41.9;38.7;0.0;6.5;100.0;Stockholms län (17) | Västra Götalands län (5) | Uppsala län (4);Stockholms län (15) | Västra Götalands län (4) | Skåne län (2);Administration, ekonomi, juridik (26) | Chefer och verksamhetsledare (3) | Data/IT (1);Ekonomiassistenter m.fl. (7) | Controller (7) | Redovisningsekonomer (6) | Backofficepersonal m.fl. (2) | Lednings- och organisationsutvecklare (2)
2026-05-20;Clockwork;49;83;33;62;18;27;67.3;81.6;36.7;0.0;53.1;100.0;Dalarnas län (17) | Stockholms län (12) | Gävleborgs län (6);Dalarnas län (10) | Stockholms län (7) | Gävleborgs län (6);Administration, ekonomi, juridik (12) | Transport, distribution, lager (7) | Industriell tillverkning (7);Maskinställare och maskinoperatörer, metallarbete (5) | Lager- och terminalpersonal (3) | Underhållsmekaniker och maskinreparatörer (3) | Kundtjänstpersonal (3) | Controller (3)
2026-05-20;Logent;36;49;15;17;8;10;41.7;72.2;22.2;0.0;50.0;100.0;Skåne län (16) | Västra Götalands län (9) | Stockholms län (6);Skåne län (7) | Stockholms län (5) | Västra Götalands län (2);Transport, distribution, lager (19) | Industriell tillverkning (5) | Installation, drift, underhåll (3);Lager- och terminalpersonal (11) | Övriga bil-, motorcykel- och cykelförare (4) | Truckförare (3) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Maskinoperatörer, kött- och fiskberedningsindustri (2)
2026-05-20;Bemannia;27;28;15;16;9;9;55.6;44.4;14.8;0.0;40.7;100.0;Stockholms län (18) | Västra Götalands län (6) | Jämtlands län (1);Stockholms län (10) | Västra Götalands län (2) | Jämtlands län (1);Administration, ekonomi, juridik (11) | Sanering och renhållning (5) | Pedagogik (5);Renhållnings- och återvinningsarbetare (5) | Personal- och HR-specialister (3) | Löne- och personaladministratörer (2) | Övriga kontorsassistenter och sekreterare (2) | Telefonister (2)
2026-05-20;Framtiden i Sverige;164;165;63;64;25;25;38.4;98.8;98.2;0.0;0.6;100.0;Östergötlands län (40) | Stockholms län (27) | Västra Götalands län (21);Östergötlands län (22) | Stockholms län (16) | Västra Götalands län (10);Yrken med teknisk inriktning (72) | Data/IT (36) | Bygg och anläggning (14);Ingenjörer och tekniker inom maskinteknik (27) | Ingenjörer och tekniker inom elektroteknik (14) | Mjukvaru- och systemutvecklare m.fl. (13) | Civilingenjörsyrken inom maskinteknik (11) | Företagssäljare (7)
2026-05-20;Professionals Nord;169;202;84;94;33;38;49.7;93.5;79.9;0.0;17.2;92.3;Norrbottens län (73) | Östergötlands län (21) | Stockholms län (15);Norrbottens län (43) | Stockholms län (10) | Östergötlands län (7);Bygg och anläggning (40) | Installation, drift, underhåll (24) | Yrken med teknisk inriktning (18);Lastbilsförare m.fl. (13) | VVS-montörer m.fl. (12) | Företagssäljare (8) | Arbetsledare inom bygg, anläggning och gruva (7) | Installations- och serviceelektriker (7)
2026-05-20;Bravura;146;146;51;51;29;29;34.9;87.7;69.2;0.0;19.2;98.6;Stockholms län (64) | Västra Götalands län (20) | Skåne län (19);Stockholms län (18) | Västra Götalands län (8) | Skåne län (7);Försäljning, inköp, marknadsföring (38) | Data/IT (25) | Administration, ekonomi, juridik (19);Företagssäljare (19) | Mjukvaru- och systemutvecklare m.fl. (13) | Försäljnings- och marknadschefer (7) | Kundtjänstpersonal (6) | Marknadsanalytiker och marknadsförare m.fl. (5)
2026-05-20;Jurek;27;27;8;8;3;3;29.6;63.0;29.6;0.0;37.0;100.0;Stockholms län (15) | Västra Götalands län (8) | Uppsala län (2);Stockholms län (5) | Jönköpings län (1) | Västra Götalands län (1);Administration, ekonomi, juridik (21) | Chefer och verksamhetsledare (2) | Data/IT (1);Controller (4) | Lednings- och organisationsutvecklare (4) | Planerare och utredare m.fl. (2) | Affärs- och företagsjurister (2) | Kontorsreceptionister (1)
2026-05-20;TNG Group;52;52;23;23;9;9;44.2;92.3;76.9;0.0;15.4;100.0;Stockholms län (28) | Västra Götalands län (7) | Skåne län (7);Stockholms län (12) | Örebro län (3) | Skåne län (3);Data/IT (21) | Försäljning, inköp, marknadsföring (11) | Administration, ekonomi, juridik (6);Mjukvaru- och systemutvecklare m.fl. (12) | Företagssäljare (7) | Ingenjörer och tekniker inom maskinteknik (4) | Systemanalytiker och IT-arkitekter m.fl. (3) | Personal- och HR-specialister (3)
2026-05-20;Eterni Sweden;83;177;67;142;34;65;80.7;94.0;100.0;0.0;0.0;100.0;Kronobergs län (22) | Jönköpings län (15) | Västra Götalands län (11);Kronobergs län (21) | Västra Götalands län (10) | Kalmar län (9);Industriell tillverkning (31) | Transport, distribution, lager (20) | Administration, ekonomi, juridik (9);Maskinställare och maskinoperatörer, metallarbete (14) | Truckförare (12) | Montörer, metall-, gummi- och plastprodukter (5) | Lager- och terminalpersonal (5) | Svetsare och gasskärare (4)
2026-05-20;Friday;138;148;48;49;21;22;34.8;98.6;97.1;0.0;1.4;100.0;Västra Götalands län (44) | Stockholms län (35) | Östergötlands län (22);Stockholms län (12) | Västra Götalands län (11) | Östergötlands län (9);Yrken med teknisk inriktning (61) | Data/IT (47) | Försäljning, inköp, marknadsföring (13);Mjukvaru- och systemutvecklare m.fl. (28) | Ingenjörer och tekniker inom maskinteknik (23) | Civilingenjörsyrken inom elektroteknik (11) | Ingenjörer och tekniker inom elektroteknik (10) | Civilingenjörsyrken inom maskinteknik (8)
2026-05-20;Gazella;2;2;2;2;1;1;100.0;100.0;50.0;0.0;50.0;100.0;Stockholms län (2);Stockholms län (2);Administration, ekonomi, juridik (2);Finansanalytiker och investeringsrådgivare m.fl. (1) | Redovisningsekonomer (1)
2026-05-20;Insitepart;26;30;12;12;8;8;46.2;65.4;19.2;0.0;46.2;100.0;Stockholms län (11) | Jönköpings län (7) | Örebro län (4);Stockholms län (5) | Jönköpings län (3) | Västra Götalands län (1);Transport, distribution, lager (21) | Försäljning, inköp, marknadsföring (2) | Yrken med teknisk inriktning (1);Lager- och terminalpersonal (19) | Speditörer och transportmäklare (2) | Truckförare (2) | Civilingenjörsyrken inom logistik och produktionsplanering (1) | Ekonomiassistenter m.fl. (1)
2026-05-20;Wikan Personal;68;89;52;67;24;32;76.5;98.5;44.1;0.0;54.4;100.0;Skåne län (26) | Gävleborgs län (11) | Västerbottens län (9);Skåne län (21) | Gävleborgs län (7) | Västerbottens län (7);Industriell tillverkning (24) | Transport, distribution, lager (10) | Bygg och anläggning (10);Svetsare och gasskärare (8) | Maskinställare och maskinoperatörer, metallarbete (6) | Lastbilsförare m.fl. (4) | Lager- och terminalpersonal (4) | Underhållsmekaniker och maskinreparatörer (3)
2026-05-20;Konsultia;50;112;22;53;9;10;44.0;98.0;28.0;0.0;70.0;98.0;Norrbottens län (12) | Västra Götalands län (12) | Västerbottens län (5);Norrbottens län (5) | Västra Götalands län (5) | Gävleborgs län (3);Industriell tillverkning (22) | Administration, ekonomi, juridik (9) | Transport, distribution, lager (6);Personal- och HR-specialister (8) | Maskinställare och maskinoperatörer, metallarbete (7) | Övriga maskin- och processoperatörer vid stål- och metallverk (4) | Truckförare (3) | Svetsare och gasskärare (3)
2026-05-21;Manpower;55;182;26;88;18;56;47.3;67.3;7.3;0.0;60.0;100.0;Västra Götalands län (18) | Stockholms län (8) | Skåne län (6);Västra Götalands län (6) | Skåne län (5) | Dalarnas län (3);Industriell tillverkning (21) | Administration, ekonomi, juridik (14) | Transport, distribution, lager (13);Lager- och terminalpersonal (8) | Maskinställare och maskinoperatörer, metallarbete (6) | Truckförare (4) | Montörer, elektrisk och elektronisk utrustning (4) | Kundtjänstpersonal (3)
2026-05-21;Lernia;179;235;85;100;37;38;47.5;82.1;18.4;0.0;66.5;99.4;Västra Götalands län (43) | Hallands län (36) | Skåne län (16);Västra Götalands län (22) | Hallands län (12) | Skåne län (9);Industriell tillverkning (77) | Transport, distribution, lager (43) | Installation, drift, underhåll (20);Lager- och terminalpersonal (24) | Maskinställare och maskinoperatörer, metallarbete (23) | Montörer, metall-, gummi- och plastprodukter (17) | Truckförare (16) | Underhållsmekaniker och maskinreparatörer (9)
2026-05-21;Adecco;162;329;104;223;51;93;64.2;83.3;19.8;0.0;66.7;100.0;Stockholms län (24) | Västra Götalands län (23) | Skåne län (22);Stockholms län (21) | Skåne län (12) | Kronobergs län (11);Administration, ekonomi, juridik (34) | Industriell tillverkning (34) | Transport, distribution, lager (29);Ingenjörer och tekniker inom maskinteknik (16) | Lager- och terminalpersonal (13) | Maskinställare och maskinoperatörer, metallarbete (12) | Truckförare (10) | Övriga kontorsassistenter och sekreterare (8)
2026-05-21;Perido;25;26;17;18;6;6;68.0;84.0;24.0;0.0;76.0;100.0;Stockholms län (10) | Västra Götalands län (7) | Östergötlands län (4);Stockholms län (8) | Västra Götalands län (6) | Dalarnas län (2);Administration, ekonomi, juridik (14) | Data/IT (5) | Försäljning, inköp, marknadsföring (4);Kontorsreceptionister (3) | Företagssäljare (2) | Övriga kontorsassistenter och sekreterare (2) | Controller (2) | Informatörer, kommunikatörer och PR-specialister (2)
2026-05-21;Randstad;150;340;63;132;21;47;42.0;98.7;31.3;0.0;68.7;99.3;Västra Götalands län (40) | Stockholms län (33) | Östergötlands län (22);Stockholms län (21) | Västra Götalands län (14) | Uppsala län (6);Administration, ekonomi, juridik (26) | Yrken med teknisk inriktning (26) | Installation, drift, underhåll (20);Maskinställare och maskinoperatörer, metallarbete (10) | Civilingenjörsyrken inom maskinteknik (9) | Underhållsmekaniker och maskinreparatörer (8) | Övriga drifttekniker och processövervakare (8) | Ingenjörer och tekniker inom maskinteknik (8)
2026-05-21;Academic Work;375;375;139;139;62;62;37.1;85.1;13.3;0.0;86.7;100.0;Stockholms län (129) | Skåne län (49) | Västra Götalands län (39);Stockholms län (45) | Skåne län (21) | Västra Götalands län (15);Administration, ekonomi, juridik (90) | Data/IT (76) | Yrken med teknisk inriktning (70);Mjukvaru- och systemutvecklare m.fl. (38) | Ingenjörer och tekniker inom elektroteknik (19) | Ingenjörer och tekniker inom maskinteknik (18) | Företagssäljare (17) | Kundtjänstpersonal (14)
2026-05-21;Studentconsulting;242;738;129;354;62;159;53.3;71.1;0.0;0.0;100.0;100.0;Västra Götalands län (44) | Skåne län (42) | Norrbottens län (33);Västra Götalands län (32) | Norrbottens län (19) | Skåne län (17);Transport, distribution, lager (104) | Administration, ekonomi, juridik (38) | Försäljning, inköp, marknadsföring (25);Lager- och terminalpersonal (45) | Lastbilsförare m.fl. (30) | Företagssäljare (14) | Truckförare (13) | Övriga bil-, motorcykel- och cykelförare (8)
2026-05-21;Poolia;68;109;52;53;26;26;76.5;58.8;20.6;0.0;39.7;100.0;Stockholms län (17) | Östergötlands län (17) | Skåne län (12);Stockholms län (14) | Östergötlands län (14) | Skåne län (8);Administration, ekonomi, juridik (31) | Försäljning, inköp, marknadsföring (15) | Chefer och verksamhetsledare (7);Inköpare och upphandlare (10) | Övriga kontorsassistenter och sekreterare (6) | Personal- och HR-specialister (5) | Controller (5) | Planerare och utredare m.fl. (3)
2026-05-21;Uniflex;177;411;100;234;43;88;56.5;87.6;23.2;0.0;67.2;100.0;Västra Götalands län (30) | Jönköpings län (27) | Stockholms län (25);Stockholms län (25) | Skåne län (16) | Jönköpings län (14);Industriell tillverkning (64) | Transport, distribution, lager (46) | Bygg och anläggning (22);Lager- och terminalpersonal (25) | Maskinställare och maskinoperatörer, metallarbete (14) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (10) | Truckförare (10)
2026-05-21;OnePartnerGroup;173;259;102;150;38;51;59.0;95.4;84.4;0.0;12.7;96.0;Jönköpings län (34) | Västra Götalands län (33) | Gävleborgs län (15);Västra Götalands län (20) | Jönköpings län (18) | Stockholms län (10);Industriell tillverkning (46) | Transport, distribution, lager (29) | Installation, drift, underhåll (22);Lager- och terminalpersonal (12) | Företagssäljare (11) | Maskinställare och maskinoperatörer, metallarbete (11) | Lastbilsförare m.fl. (7) | Truckförare (6)
2026-05-21;Skill;93;96;45;45;19;19;48.4;87.1;37.6;0.0;50.5;100.0;Östergötlands län (62) | Västra Götalands län (19) | Jönköpings län (3);Östergötlands län (38) | Västra Götalands län (4) | Stockholms län (1);Yrken med teknisk inriktning (28) | Industriell tillverkning (23) | Administration, ekonomi, juridik (13);Ingenjörer och tekniker inom maskinteknik (12) | Ingenjörer och tekniker inom elektroteknik (5) | Mjukvaru- och systemutvecklare m.fl. (5) | Maskinställare och maskinoperatörer, metallarbete (5) | Lager- och terminalpersonal (4)
2026-05-21;Arena Personal;93;93;52;52;43;43;55.9;75.3;46.2;0.0;29.0;100.0;Södermanlands län (30) | Stockholms län (23) | Västra Götalands län (8);Södermanlands län (18) | Stockholms län (9) | Skåne län (5);Transport, distribution, lager (64) | Industriell tillverkning (7) | Installation, drift, underhåll (7);Lastbilsförare m.fl. (48) | Lager- och terminalpersonal (11) | Motorfordonsmekaniker och fordonsreparatörer (6) | Städare (4) | Truckförare (3)
2026-05-21;Tranpenad;38;56;10;10;4;4;26.3;73.7;23.7;0.0;55.3;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Uppsala län (3) | Västra Götalands län (2) | Jönköpings län (2);Transport, distribution, lager (32) | Yrken med teknisk inriktning (3) | Industriell tillverkning (1);Lager- och terminalpersonal (21) | Truckförare (10) | Ingenjörer och tekniker inom maskinteknik (3) | Maskinställare och maskinoperatörer, metallarbete (1) | Lastbilsförare m.fl. (1)
2026-05-21;Jobandtalent;136;151;55;66;24;24;40.4;63.2;14.0;0.0;58.1;99.3;Östergötlands län (39) | Västra Götalands län (21) | Stockholms län (13);Västra Götalands län (10) | Skåne län (8) | Östergötlands län (7);Transport, distribution, lager (61) | Försäljning, inköp, marknadsföring (28) | Industriell tillverkning (13);Lastbilsförare m.fl. (31) | Butikssäljare, dagligvaror (25) | Lager- och terminalpersonal (23) | Truckförare (6) | VVS-montörer m.fl. (3)
2026-05-21;NearYou;84;128;45;70;29;52;53.6;89.3;42.9;0.0;47.6;100.0;Västra Götalands län (58) | Jönköpings län (11) | Kalmar län (6);Västra Götalands län (22) | Jönköpings län (11) | Kalmar län (4);Industriell tillverkning (35) | Transport, distribution, lager (21) | Yrken med teknisk inriktning (8);Truckförare (13) | Maskinställare och maskinoperatörer, metallarbete (10) | Montörer, elektrisk och elektronisk utrustning (7) | Montörer, metall-, gummi- och plastprodukter (6) | Ingenjörer och tekniker inom maskinteknik (6)
2026-05-21;SJR;30;30;22;22;9;9;73.3;43.3;40.0;0.0;3.3;100.0;Stockholms län (17) | Västra Götalands län (4) | Uppsala län (4);Stockholms län (14) | Västra Götalands län (4) | Uppsala län (2);Administration, ekonomi, juridik (25) | Chefer och verksamhetsledare (3) | Data/IT (1);Ekonomiassistenter m.fl. (7) | Controller (7) | Redovisningsekonomer (5) | Backofficepersonal m.fl. (2) | Lednings- och organisationsutvecklare (2)
2026-05-21;Clockwork;49;83;31;52;12;19;63.3;79.6;36.7;0.0;51.0;100.0;Dalarnas län (18) | Stockholms län (12) | Västmanlands län (5);Dalarnas län (9) | Stockholms län (8) | Gävleborgs län (5);Administration, ekonomi, juridik (11) | Industriell tillverkning (7) | Transport, distribution, lager (6);Maskinställare och maskinoperatörer, metallarbete (5) | Underhållsmekaniker och maskinreparatörer (3) | Controller (3) | Lastbilsförare m.fl. (3) | Lager- och terminalpersonal (2)
2026-05-21;Logent;34;47;15;17;9;11;44.1;76.5;23.5;0.0;52.9;100.0;Skåne län (14) | Västra Götalands län (9) | Stockholms län (6);Skåne län (7) | Stockholms län (5) | Västra Götalands län (2);Transport, distribution, lager (17) | Industriell tillverkning (5) | Installation, drift, underhåll (3);Lager- och terminalpersonal (10) | Övriga bil-, motorcykel- och cykelförare (3) | Truckförare (3) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Maskinoperatörer, kött- och fiskberedningsindustri (2)
2026-05-21;Bemannia;27;28;14;15;9;9;51.9;48.1;14.8;0.0;44.4;100.0;Stockholms län (18) | Västra Götalands län (5) | Uppsala län (1);Stockholms län (8) | Västra Götalands län (2) | Uppsala län (1);Administration, ekonomi, juridik (11) | Sanering och renhållning (5) | Pedagogik (5);Renhållnings- och återvinningsarbetare (5) | Personal- och HR-specialister (4) | Löne- och personaladministratörer (2) | Övriga kontorsassistenter och sekreterare (2) | Telefonister (2)
2026-05-21;Framtiden i Sverige;159;160;63;64;19;19;39.6;99.4;98.7;0.0;0.6;100.0;Östergötlands län (39) | Stockholms län (25) | Västra Götalands län (21);Östergötlands län (21) | Stockholms län (16) | Västra Götalands län (10);Yrken med teknisk inriktning (70) | Data/IT (35) | Bygg och anläggning (14);Ingenjörer och tekniker inom maskinteknik (26) | Mjukvaru- och systemutvecklare m.fl. (13) | Ingenjörer och tekniker inom elektroteknik (13) | Civilingenjörsyrken inom maskinteknik (11) | Företagssäljare (7)
2026-05-21;Professionals Nord;172;199;79;90;34;40;45.9;93.0;79.7;0.0;17.4;92.4;Norrbottens län (73) | Östergötlands län (21) | Stockholms län (16);Norrbottens län (38) | Stockholms län (10) | Östergötlands län (7);Bygg och anläggning (39) | Installation, drift, underhåll (25) | Yrken med teknisk inriktning (19);Lastbilsförare m.fl. (13) | VVS-montörer m.fl. (12) | Företagssäljare (8) | Arbetsledare inom bygg, anläggning och gruva (7) | Installations- och serviceelektriker (7)
2026-05-21;Bravura;148;148;55;55;33;33;37.2;87.2;68.9;0.0;18.9;98.6;Stockholms län (63) | Västra Götalands län (20) | Skåne län (20);Stockholms län (19) | Västra Götalands län (9) | Skåne län (8);Försäljning, inköp, marknadsföring (37) | Data/IT (26) | Administration, ekonomi, juridik (20);Företagssäljare (19) | Mjukvaru- och systemutvecklare m.fl. (14) | Kundtjänstpersonal (7) | Marknadsanalytiker och marknadsförare m.fl. (5) | Ingenjörer och tekniker inom bygg och anläggning (5)
2026-05-21;Jurek;30;30;11;11;5;5;36.7;60.0;26.7;0.0;36.7;100.0;Stockholms län (17) | Västra Götalands län (8) | Uppsala län (2);Stockholms län (7) | Dalarnas län (1) | Jönköpings län (1);Administration, ekonomi, juridik (22) | Chefer och verksamhetsledare (3) | Data/IT (2);Controller (4) | Lednings- och organisationsutvecklare (4) | Systemadministratörer (2) | Övriga handläggare (2) | Ekonomi- och finanschefer (2)
2026-05-21;TNG Group;52;52;24;24;9;9;46.2;90.4;75.0;0.0;17.3;100.0;Stockholms län (29) | Skåne län (8) | Västra Götalands län (6);Stockholms län (12) | Skåne län (4) | Örebro län (3);Data/IT (20) | Försäljning, inköp, marknadsföring (11) | Administration, ekonomi, juridik (6);Mjukvaru- och systemutvecklare m.fl. (11) | Företagssäljare (7) | Ingenjörer och tekniker inom maskinteknik (4) | Systemanalytiker och IT-arkitekter m.fl. (3) | Försäljnings- och marknadschefer (3)
2026-05-21;Eterni Sweden;85;191;68;157;32;78;80.0;92.9;100.0;0.0;0.0;100.0;Kronobergs län (20) | Jönköpings län (16) | Västra Götalands län (11);Kronobergs län (19) | Jönköpings län (10) | Kalmar län (9);Industriell tillverkning (32) | Transport, distribution, lager (20) | Administration, ekonomi, juridik (9);Maskinställare och maskinoperatörer, metallarbete (15) | Truckförare (12) | Montörer, metall-, gummi- och plastprodukter (5) | Lager- och terminalpersonal (5) | Svetsare och gasskärare (4)
